"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction"
-1.09206286112784,1.83735286673912,-7.90007227346233,1.7329189442143e-14,4.44932222216487e-13,22.2583532271122,"HRH3","Down"
-1.20529900083655,2.88216383020296,-7.89534204865408,1.79248465496216e-14,4.5882703713568e-13,22.2253393146947,"LINC00599","Down"
1.05493739170802,3.32293112483541,7.89502349022555,1.79656795564801e-14,4.59174416949612e-13,22.223116536723,"PRSS23","Up"
1.03693962085596,3.26788144918126,7.88757966459761,1.89463982360435e-14,4.7987095562358e-13,22.1711963006304,"ISG20","Up"
1.42524445118237,4.50293640676368,7.85191028028185,2.44291561803374e-14,6.07769981603283e-13,21.9229351103247,"S100A9","Up"
1.02339103703103,2.95757849212786,7.84046683100797,2.64997173957105e-14,6.54449765536587e-13,21.843474309239,"SPRY1","Up"
1.5055156837328,5.26567112995216,7.82930672506856,2.86854533200294e-14,7.04298965407079e-13,21.7660683225374,"RBP1","Up"
-1.0488249747147,6.01865418221464,-7.8215986298091,3.02979847585724e-14,7.42807798091172e-13,21.7126557267301,"SYP","Down"
1.11756776149642,1.66660044590013,7.81620651183222,3.14788401115756e-14,7.69518293177457e-13,21.6753159979307,"HOXD9","Up"
1.40050024372078,4.42736298803139,7.80993170582673,3.29102391803941e-14,8.0218112665033e-13,21.631889171141,"CCL2","Up"
-1.19843511015163,5.350350834086,-7.78381706770391,3.9589454782536e-14,9.53941612163454e-13,21.4514482139422,"DGCR6","Down"
-1.175403001964,3.07734088508194,-7.76989584897471,4.36792670692725e-14,1.04501405574965e-12,21.3554524577497,"PPP1R1A","Down"
1.03668456348422,4.99108384901834,7.7541567229543,4.88064115931181e-14,1.16108247240521e-12,21.2470837423331,"EMILIN1","Up"
-1.01562927714225,2.773823004673,-7.746851864287,5.13834251070624e-14,1.22066435695099e-12,21.1968462735877,"NRSN1","Down"
-1.25116604765724,3.0134670445055,-7.74127441919199,5.3440949598528e-14,1.26597174977216e-12,21.1585137783679,"HES5","Down"
1.07522632928379,5.32452425428206,7.7314958972163,5.7246131079122e-14,1.34852669337853e-12,21.0913607160175,"TMEM176B","Up"
-1.62074760885079,4.04441096423093,-7.71651326598211,6.36004680137044e-14,1.49195359715156e-12,20.9885986755413,"CPLX2","Down"
-1.02156946278482,3.9751573847452,-7.70025365213559,7.12844020054853e-14,1.66064064035738e-12,20.877256011323,"MAST1","Down"
1.08695395628773,2.96323228583909,7.69079735230474,7.61668821970811e-14,1.7646200781918e-12,20.8125863677648,"CFI","Up"
1.14727760542001,6.373534347886,7.68575455996522,7.89038777094507e-14,1.81554373259601e-12,20.7781254292454,"CAPG","Up"
-1.4939573217436,4.68792340399038,-7.67419167113608,8.55510618546598e-14,1.95248852956373e-12,20.6991755253508,"TTC9B","Down"
-1.13454798887893,3.25121081461494,-7.66331626316281,9.23054204917064e-14,2.09246325348831e-12,20.6250054173569,"VSTM2B","Down"
